trade_date,ticker,open,high,low,close,volume
2024-11-01,TSLA,252.0399932861328,254.0,246.6300048828125,248.97999572753906,57544800
2024-11-01,XLP,78.27655883006217,78.33499376149001,77.95520014105409,78.05258178710938,7916100
2024-11-01,SPY,564.4576349818459,568.6368073209918,563.7660309249709,564.1809692382812,45667500
2024-11-01,JNJ,155.55165908417638,156.0166244031491,154.87358158130343,155.11575317382812,5256400
2024-11-01,NVDA,134.6613944536623,137.2706470867555,134.53144208222884,135.36119079589844,207127800
2024-11-04,TSLA,244.55999755859375,248.89999389648438,238.8800048828125,242.83999633789062,68802400
2024-11-04,XLP,78.16943374293963,78.50054024231095,78.0525787441264,78.2668228149414,6958900
2024-11-04,SPY,564.3191764173339,565.6233282707249,561.0687164666549,562.9656372070312,38217000
2024-11-04,JNJ,154.69923190581522,155.26107185248225,153.12028295359576,153.2849578857422,4644000
2024-11-04,NVDA,137.17067271068436,138.9201710380497,135.53114345978716,136.01100158691406,187528200
2024-11-05,TSLA,247.33999633789062,255.27999877929688,246.2100067138672,251.44000244140625,69282500
2024-11-05,XLP,78.07205417368044,78.76347351074219,77.92597799154217,78.76347351074219,5304800
2024-11-05,SPY,563.884576772617,569.8125080872711,563.6672482360568,569.7730102539062,39478300
2024-11-05,JNJ,152.73279551730027,153.6239853051206,151.45413704989986,153.39151000976562,6547100
2024-11-05,NVDA,137.41058693125512,140.32974787080795,137.29062621937655,139.86988830566406,160537400
2024-11-06,TSLA,284.6700134277344,289.5899963378906,275.6199951171875,288.5299987792969,165228700
2024-11-06,XLP,78.96797271278821,79.08483513781611,77.28324880632394,77.47801208496094,18487700
2024-11-06,SPY,582.1229305331788,584.8201202783288,578.3586961506554,583.9407958984375,68182000
2024-11-06,JNJ,154.89298511557755,155.81324923227646,152.42284605155163,152.93624877929688,8926600
2024-11-06,NVDA,142.91901845044762,146.44800513885863,141.91930516184587,145.56825256347656,242043900
2024-11-07,TSLA,288.8900146484375,299.75,285.5199890136719,296.9100036621094,117309200
2024-11-07,XLP,77.64356676108123,78.20838322441485,77.5851318354144,77.76042175292969,17598100
2024-11-07,SPY,585.9562310221482,589.4833571706318,585.8771750583134,588.455810546875,47233200
2024-11-07,JNJ,153.50775498410584,153.77898602895382,151.60912288918655,151.82223510742188,7522800
2024-11-07,NVDA,146.34803435651398,148.8872995129736,146.12809620267714,148.8373260498047,207323300
2024-11-08,TSLA,299.1400146484375,328.7099914550781,297.6600036621094,321.2200012207031,204782800
2024-11-08,XLP,77.77016288562952,78.89980325279005,77.76042249296859,78.70503997802734,11530300
2024-11-08,SPY,589.0091266121742,592.4374782938615,589.0091266121742,591.0048828125,46444900
2024-11-08,JNJ,152.08378907519,152.16128577327757,150.5435810007818,150.60169982910156,8926100
2024-11-08,NVDA,148.727364912182,149.72707829956485,146.21807454702503,147.5876922607422,175665800
2024-11-11,TSLA,346.29998779296875,358.6400146484375,336.0,350.0,210521600
2024-11-11,XLP,78.59792258316057,79.31855565797188,78.37394554694906,78.432373046875,9273800
2024-11-11,SPY,592.6053690098148,592.9610303908673,589.8291237873193,591.5679931640625,37586800
2024-11-11,JNJ,150.74699009652502,152.6456221615239,150.05923095113576,150.18515014648438,7146800
2024-11-11,NVDA,148.6373710400852,148.80733573059373,143.52885055228916,145.21835327148438,182325600
2024-11-12,TSLA,342.739990234375,345.8399963378906,323.30999755859375,328.489990234375,155726000
2024-11-12,XLP,78.72450792583675,78.83162994852059,78.38366850354373,78.52000427246094,13518000
2024-11-12,SPY,591.488996030757,592.0916545922643,587.230767661652,589.7304077148438,43006100
2024-11-12,JNJ,149.69112266772652,150.18514745828955,147.59875629419574,147.8603057861328,7181400
2024-11-12,NVDA,146.73792067016035,149.60709303241688,145.9681371384276,148.2474822998047,198634700
2024-11-13,TSLA,335.8500061035156,344.6000061035156,322.5,330.239990234375,125405600
2024-11-13,XLP,78.52976154720194,78.83164689617067,78.29604409734692,78.75374603271484,6781600
2024-11-13,SPY,590.1947374477135,592.0323817472178,587.8137114857154,590.0169067382812,47388600
2024-11-13,JNJ,147.724694971102,148.70306303959268,146.67851175103127,148.4415283203125,7161900
2024-11-13,NVDA,149.02727349633594,149.28719347067064,145.8581688148386,146.2280731201172,191903300
2024-11-14,TSLA,327.69000244140625,329.9800109863281,310.3699951171875,311.17999267578125,120726100
2024-11-14,XLP,78.55896759033203,79.01666948078339,78.500540091038,78.55896759033203,7572200
2024-11-14,SPY,590.1453071885351,590.6294119127012,585.5314177067058,586.2229614257812,38904100
2024-11-14,JNJ,148.3834027095756,148.7805677534201,146.0391829679081,147.1144256591797,7716400
2024-11-14,NVDA,147.59766330614426,148.9572739334313,145.50826627914395,146.71791076660156,194463300
2024-11-15,TSLA,310.57000732421875,324.67999267578125,309.2200012207031,320.7200012207031,114440300
2024-11-15,XLP,78.49078979848917,78.54922472015632,77.82858431428438,77.86753845214844,11359100
2024-11-15,SPY,582.6365185919044,583.1107940523099,576.8469207592872,578.7142333984375,75988800
2024-11-15,JNJ,146.17478509173824,149.59424721107928,146.17478509173824,149.17771911621094,11328500
2024-11-15,NVDA,144.8284560077565,145.19836028928967,140.03983617411208,141.9392852783203,250132900
2024-11-18,TSLA,340.7300109863281,348.54998779296875,330.010009765625,338.739990234375,126085600
2024-11-18,XLP,78.0428343795928,78.55896374406838,77.9551931349427,78.41288757324219,8747600
2024-11-18,SPY,579.1785783846396,582.4093200141474,578.3092039992318,581.08544921875,37001700
2024-11-18,JNJ,147.81188527902316,150.46609189373876,147.56003208327033,149.9236297607422,7510600
2024-11-18,NVDA,139.45999475223928,141.50940991238423,137.1106625740026,140.10980224609375,221205300
2024-11-19,TSLA,335.760009765625,347.3800048828125,332.75,346.0,88852500
2024-11-19,XLP,78.61739333289509,78.77320245605382,78.0428290812507,78.52000427246094,8020800
2024-11-19,SPY,577.6867728258052,583.9406965622665,577.0149478875358,583.2095947265625,49412000
2024-11-19,JNJ,149.12927934316934,149.1680350793827,147.288780959565,148.2090301513672,8233700
2024-11-19,NVDA,141.2794937524248,147.08782570288798,140.94958652618317,146.9678497314453,227834900
2024-11-20,TSLA,345.0,346.6000061035156,334.29998779296875,342.0299987792969,66340700
2024-11-20,XLP,77.80910950113034,78.12073516845703,77.44878930495118,78.12073516845703,7687200
2024-11-20,SPY,583.2886727631445,583.69372152727,577.6077387195638,583.4072265625,50032600
2024-11-20,JNJ,148.2381008368418,148.45121305927506,147.05630206916038,148.3155975341797,9061300
2024-11-20,NVDA,147.36774356025674,147.5176944558783,142.68907730947365,145.84817504882812,309871700
2024-11-21,TSLA,343.80999755859375,347.989990234375,335.2799987792969,339.6400146484375,58011700
2024-11-21,XLP,78.20838462219668,79.05562047695328,77.99414056032195,78.96797180175781,8185800
2024-11-21,SPY,586.2724076420711,587.9717189391857,580.3938639302464,586.5391235351562,46750300
2024-11-21,JNJ,148.80960211732764,151.17319933131003,148.0249684873214,150.6307373046875,10141100
2024-11-21,NVDA,149.30720000657334,152.84617867409492,140.65967008206871,146.62796020507812,400946600
2024-11-22,TSLA,341.0899963378906,361.5299987792969,337.70001220703125,352.55999755859375,89140700
2024-11-22,XLP,79.40620407063285,79.76652432169864,79.30882242783599,79.69834899902344,7703800
2024-11-22,SPY,586.5292407131672,588.9893827920057,586.0254172195599,588.3570556640625,38226400
2024-11-22,JNJ,151.01821793189148,152.2000166325871,149.28427561781214,150.3110809326172,8266000
2024-11-22,NVDA,145.88815647311117,147.11781483152527,141.05955459424152,141.9093017578125,236406200
2024-11-25,TSLA,360.1400146484375,361.92999267578125,338.20001220703125,338.5899963378906,95890900
2024-11-25,XLP,80.22422267474114,80.46768050840663,79.89312358723295,80.13658142089844,8243100
2024-11-25,SPY,592.3188706226857,593.6427414118231,588.0507531687203,590.352783203125,42441400
2024-11-25,JNJ,150.3110933984982,152.12253255575249,150.28203398385656,150.90199279785156,12256200
2024-11-25,NVDA,141.9492922301626,142.0092725854583,135.78106320516017,135.9810028076172,344941900
2024-11-26,TSLA,341.0,346.9599914550781,335.6600036621094,338.2300109863281,62295900
2024-11-26,XLP,80.08788065874568,80.54558253922833,79.99049901879557,80.4676742553711,6973600
2024-11-26,SPY,591.6074878710035,594.107127662382,590.8862755795608,593.435302734375,45621300
2024-11-26,JNJ,151.50739476445315,151.59527250594795,149.5544766001253,150.88246154785156,5683500
2024-11-26,NVDA,137.66052777043362,139.26007526155422,135.63111085304342,136.88075256347656,190287700
2024-11-27,TSLA,341.79998779296875,342.54998779296875,326.5899963378906,332.8900146484375,57896400
2024-11-27,XLP,80.82800304659771,81.06172049315123,80.48716355584394,80.63323974609375,7067800
2024-11-27,SPY,593.2475720089939,593.6328416785968,590.1057759445099,591.6371459960938,34000200
2024-11-27,JNJ,150.98986699886643,152.94278509019412,150.96057441946314,151.74172973632812,4140400
2024-11-27,NVDA,134.97128602051475,137.18065910710888,131.76221489663718,135.3011932373047,226370900
2024-11-29,TSLA,336.0799865722656,345.45001220703125,334.6499938964844,345.1600036621094,37167600
2024-11-29,XLP,80.61375579751842,81.12015224656399,80.50663375751814,81.04224395751953,4982600
2024-11-29,SPY,592.4571985640151,596.1028787945397,592.1805931218427,595.3125,30177400
2024-11-29,JNJ,151.24374581634066,152.00538270431213,150.54069408904653,151.3609161376953,5687800
2024-11-29,NVDA,136.74079305563075,139.31006372977,136.0110065692894,138.2103729248047,141863200
2024-12-02,TSLA,352.3800048828125,360.0,351.1499938964844,357.0899963378906,77986500
2024-12-02,XLP,80.96433572312523,81.04224401222227,80.36055762723824,80.94486236572266,10750100
2024-12-02,SPY,595.7274713760562,597.061292199026,595.2334770642985,596.3795776367188,31746000
2024-12-02,JNJ,151.10704259636768,151.35115736631334,150.306338999146,151.15586853027344,6946500
2024-12-02,NVDA,138.79019534076207,140.40972595950504,137.78049042793322,138.5902557373047,171682800
2024-12-03,TSLA,351.79998779296875,355.69000244140625,348.20001220703125,351.4200134277344,58267200
2024-12-03,XLP,80.8766876296271,80.93511512663638,80.38003161582,80.52610778808594,11053200
2024-12-03,SPY,596.1423539157369,596.903064002307,595.1049781234844,596.6560668945312,26906600
2024-12-03,JNJ,151.1558781194377,151.1558781194377,148.72448949268428,148.7733154296875,8674400
2024-12-03,NVDA,138.22037595856943,140.4997214017946,137.91046723010535,140.2198028564453,164414000
2024-12-04,TSLA,353.0,358.1000061035156,348.6000061035156,357.92999267578125,50810900
2024-12-04,XLP,80.31186441627034,80.41898644820313,79.90285707420485,80.3021240234375,10100900
2024-12-04,SPY,598.3554986242718,600.6080811170303,597.6836736596936,600.361083984375,42787600
2024-12-04,JNJ,147.72848408863038,147.99213220574455,146.2247436975736,146.92779541015625,10333100
2024-12-04,NVDA,141.95928950014692,145.7481962192296,140.24977303436475,145.098388671875,231224300
2024-12-05,TSLA,359.8699951171875,375.42999267578125,359.5,369.489990234375,81403600
2024-12-05,XLP,80.38977956951553,80.77930615920407,80.17553548734075,80.62349700927734,12639000
2024-12-05,SPY,600.3610964613101,601.1712543095007,599.0174465042294,599.3731079101562,28762200
2024-12-05,JNJ,146.46886403972346,146.83992326315743,145.44357901152873,146.0001678466797,7898100
2024-12-05,NVDA,145.0784040292141,146.50808533514203,143.91865294893697,145.02841186523438,172621200
2024-12-06,TSLA,377.4200134277344,389.489990234375,370.79998779296875,389.2200012207031,81455800
2024-12-06,XLP,80.64296036523407,81.1104026165273,80.22421264648438,80.22421264648438,7180600
2024-12-06,SPY,600.1437874272632,601.7542136421392,599.7288491068647,600.5093383789062,31241500
2024-12-06,JNJ,145.8732082289949,146.51767473965916,144.8869900108561,145.7950897216797,8389600
2024-12-06,NVDA,144.56853006182772,145.66828146425675,141.27923767487087,142.40899658203125,188505600
